,Day,moduleColor,ontology,GO_term,GO_ID,Transcript_ID,Protein_name
7922,Day1,brown,MF,ion binding,GO:0043167,LOC111131147," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1-like"
7942,Day1,brown,MF,ion binding,GO:0043167,LOC111128349," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4-like"
7947,Day1,brown,MF,ion binding,GO:0043167,LOC111132416, 2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2-like
7948,Day1,brown,MF,ion binding,GO:0043167,LOC111121593," 4,5-DOPA dioxygenase extradiol-like"
7949,Day1,brown,MF,ion binding,GO:0043167,LOC111130755, 5'-3' exoribonuclease 2-like
7952,Day1,brown,MF,ion binding,GO:0043167,LOC111103017, 5'-nucleotidase-like
7953,Day1,brown,MF,ion binding,GO:0043167,LOC111102020, ABC transporter G family member 22-like
7956,Day1,brown,MF,ion binding,GO:0043167,LOC111113492, ABC transporter G family member 22-like
7958,Day1,brown,MF,ion binding,GO:0043167,LOC111118205, ADP-ribosylation factor 1-like
7960,Day1,brown,MF,ion binding,GO:0043167,LOC111104654, ADP-ribosylation factor-like protein 13B
7961,Day1,brown,MF,ion binding,GO:0043167,LOC111124314, ADP-ribosylation factor-like protein 3
7962,Day1,brown,MF,ion binding,GO:0043167,LOC111108255, ADP-ribosylation factor-like protein 8A
7963,Day1,brown,MF,ion binding,GO:0043167,LOC111118459, ADP-ribosylation factor-related protein 1-like
7964,Day1,brown,MF,ion binding,GO:0043167,LOC111100275, AFG1-like ATPase
7965,Day1,brown,MF,ion binding,GO:0043167,LOC111117350, AFG3-like protein 2
7966,Day1,brown,MF,ion binding,GO:0043167,LOC111119098, AP2-associated protein kinase 1-like
7971,Day1,brown,MF,ion binding,GO:0043167,LOC111121791, ATP-binding cassette sub-family A member 1-like
7972,Day1,brown,MF,ion binding,GO:0043167,LOC111122236, ATP-binding cassette sub-family A member 1-like
7974,Day1,brown,MF,ion binding,GO:0043167,LOC111110315, ATP-binding cassette sub-family A member 3-like
7975,Day1,brown,MF,ion binding,GO:0043167,LOC111107474, ATP-binding cassette sub-family A member 3-like
7976,Day1,brown,MF,ion binding,GO:0043167,LOC111118150, ATP-binding cassette sub-family A member 5-like
7981,Day1,brown,MF,ion binding,GO:0043167,LOC111102525," ATP-binding cassette sub-family B member 7, mitochondrial-like"
7983,Day1,brown,MF,ion binding,GO:0043167,LOC111125896," ATP-binding cassette sub-family B member 8, mitochondrial-like"
7984,Day1,brown,MF,ion binding,GO:0043167,LOC111134411, ATP-binding cassette sub-family C member 9-like
7986,Day1,brown,MF,ion binding,GO:0043167,LOC111125671, ATP-binding cassette sub-family E member 1-like
7987,Day1,brown,MF,ion binding,GO:0043167,LOC111119220, ATP-binding cassette sub-family G member 2-like
7993,Day1,brown,MF,ion binding,GO:0043167,LOC111129870, ATP-dependent Clp protease ATP-binding subunit ClpX-like
7994,Day1,brown,MF,ion binding,GO:0043167,LOC111133827, ATP-dependent DNA helicase DDX11-like
7995,Day1,brown,MF,ion binding,GO:0043167,LOC111133214, ATP-dependent RNA helicase DDX3X-like
7998,Day1,brown,MF,ion binding,GO:0043167,LOC111107584, ATP-dependent RNA helicase DDX54-like
7999,Day1,brown,MF,ion binding,GO:0043167,LOC111126885," ATP-dependent RNA helicase DEAH12, chloroplastic-like"
8000,Day1,brown,MF,ion binding,GO:0043167,LOC111137383," ATP-dependent RNA helicase DEAH12, chloroplastic-like"
8001,Day1,brown,MF,ion binding,GO:0043167,LOC111137384," ATP-dependent RNA helicase DEAH12, chloroplastic-like"
8002,Day1,brown,MF,ion binding,GO:0043167,LOC111100238, ATP-dependent RNA helicase HAS1-like
8003,Day1,brown,MF,ion binding,GO:0043167,LOC111099666, ATP-dependent RNA helicase eIF4A-like
8004,Day1,brown,MF,ion binding,GO:0043167,LOC111126064, B-box type zinc finger protein ncl-1-like
8006,Day1,brown,MF,ion binding,GO:0043167,LOC111099073, BRCA1-associated protein-like
8007,Day1,brown,MF,ion binding,GO:0043167,LOC111136085, CCR4-NOT transcription complex subunit 4-like
8010,Day1,brown,MF,ion binding,GO:0043167,LOC111123211, CREB-binding protein-like
8011,Day1,brown,MF,ion binding,GO:0043167,LOC111108560, D-amino-acid oxidase-like
8015,Day1,brown,MF,ion binding,GO:0043167,LOC111133449, D-aspartate oxidase-like
8016,Day1,brown,MF,ion binding,GO:0043167,LOC111136235, D-aspartate oxidase-like
8019,Day1,brown,MF,ion binding,GO:0043167,LOC111138126, DNA ligase 3-like
8020,Day1,brown,MF,ion binding,GO:0043167,LOC111137452, DNA mismatch repair protein Msh2-like
8021,Day1,brown,MF,ion binding,GO:0043167,LOC111131788, DNA mismatch repair protein Msh3-like
8022,Day1,brown,MF,ion binding,GO:0043167,LOC111127420, DNA-binding protein SMUBP-2-like
8023,Day1,brown,MF,ion binding,GO:0043167,LOC111128564, E3 SUMO-protein ligase PIAS2-like
8024,Day1,brown,MF,ion binding,GO:0043167,LOC111127555, E3 ubiquitin-protein ligase CBL-like
8025,Day1,brown,MF,ion binding,GO:0043167,LOC111136140, E3 ubiquitin-protein ligase KCMF1-like
8028,Day1,brown,MF,ion binding,GO:0043167,LOC111119852, E3 ubiquitin-protein ligase MARCH1-like
8031,Day1,brown,MF,ion binding,GO:0043167,LOC111135258, E3 ubiquitin-protein ligase MIB2-like
8032,Day1,brown,MF,ion binding,GO:0043167,LOC111136377, E3 ubiquitin-protein ligase MIB2-like
8035,Day1,brown,MF,ion binding,GO:0043167,LOC111138468, E3 ubiquitin-protein ligase Midline-1-like
8040,Day1,brown,MF,ion binding,GO:0043167,LOC111125715, E3 ubiquitin-protein ligase RBX1
8041,Day1,brown,MF,ion binding,GO:0043167,LOC111101170, E3 ubiquitin-protein ligase TRIM33-like
8045,Day1,brown,MF,ion binding,GO:0043167,LOC111127164, E3 ubiquitin-protein ligase TRIM38-like
8046,Day1,brown,MF,ion binding,GO:0043167,LOC111112581, E3 ubiquitin-protein ligase TRIM56-like
8047,Day1,brown,MF,ion binding,GO:0043167,LOC111118699, E3 ubiquitin-protein ligase TRIM56-like
8048,Day1,brown,MF,ion binding,GO:0043167,LOC111135053, E3 ubiquitin-protein ligase TRIM71-like
8049,Day1,brown,MF,ion binding,GO:0043167,LOC111129863, E3 ubiquitin-protein ligase TRIM9-like
8054,Day1,brown,MF,ion binding,GO:0043167,LOC111122797, E3 ubiquitin-protein ligase UBR4-like
8055,Day1,brown,MF,ion binding,GO:0043167,LOC111122987, E3 ubiquitin-protein ligase UBR4-like
8062,Day1,brown,MF,ion binding,GO:0043167,LOC111112643, E3 ubiquitin-protein ligase ZSWIM2-like
8065,Day1,brown,MF,ion binding,GO:0043167,LOC111104276, E3 ubiquitin-protein ligase listerin-like
8067,Day1,brown,MF,ion binding,GO:0043167,LOC111131124, E3 ubiquitin-protein ligase mind-bomb-like
8068,Day1,brown,MF,ion binding,GO:0043167,LOC111135706, E3 ubiquitin-protein ligase rififylin-like
8070,Day1,brown,MF,ion binding,GO:0043167,LOC111113018, E3 ubiquitin-protein ligase ubr3-like
8072,Day1,brown,MF,ion binding,GO:0043167,LOC111112623, EF-hand calcium-binding domain-containing protein 1-like
8073,Day1,brown,MF,ion binding,GO:0043167,LOC111110683, EF-hand calcium-binding domain-containing protein 10-like
8074,Day1,brown,MF,ion binding,GO:0043167,LOC111129187, EF-hand calcium-binding domain-containing protein 11-like
8075,Day1,brown,MF,ion binding,GO:0043167,LOC111136156, EF-hand calcium-binding domain-containing protein 5-like
8076,Day1,brown,MF,ion binding,GO:0043167,LOC111104008, EF-hand calcium-binding domain-containing protein 6-like
8078,Day1,brown,MF,ion binding,GO:0043167,LOC111103305, EF-hand calcium-binding domain-containing protein 6-like
8089,Day1,brown,MF,ion binding,GO:0043167,LOC111119562, EF-hand calcium-binding domain-containing protein 7-like
8095,Day1,brown,MF,ion binding,GO:0043167,LOC111135064, EF-hand domain-containing family member C2-like
8096,Day1,brown,MF,ion binding,GO:0043167,LOC111131029, EH domain-containing protein 3-like
8097,Day1,brown,MF,ion binding,GO:0043167,LOC111126835, ER degradation-enhancing alpha-mannosidase-like protein 3
8098,Day1,brown,MF,ion binding,GO:0043167,LOC111134577, FYVE and coiled-coil domain-containing protein 1-like
8102,Day1,brown,MF,ion binding,GO:0043167,LOC111107307," FYVE, RhoGEF and PH domain-containing protein 4-like"
8103,Day1,brown,MF,ion binding,GO:0043167,LOC111120248, GATOR complex protein NPRL3-like
8104,Day1,brown,MF,ion binding,GO:0043167,LOC111132918, GTP-binding protein 128up
8105,Day1,brown,MF,ion binding,GO:0043167,LOC111129883, GTP-binding protein 2-like
8106,Day1,brown,MF,ion binding,GO:0043167,LOC111099785, GTP-binding protein Di-Ras2-like
8107,Day1,brown,MF,ion binding,GO:0043167,LOC111135141, GTP-binding protein YPTM2-like
8108,Day1,brown,MF,ion binding,GO:0043167,LOC111119683," GTP:AMP phosphotransferase AK3, mitochondrial-like"
8109,Day1,brown,MF,ion binding,GO:0043167,LOC111100020, GTPase IMAP family member 4-like
8112,Day1,brown,MF,ion binding,GO:0043167,LOC111129932, GTPase IMAP family member 4-like
8114,Day1,brown,MF,ion binding,GO:0043167,LOC111130153, GTPase IMAP family member 4-like
8117,Day1,brown,MF,ion binding,GO:0043167,LOC111109471, IQ and AAA domain-containing protein 1-like
8119,Day1,brown,MF,ion binding,GO:0043167,LOC111101212, Kv channel-interacting protein 4-like
8141,Day1,brown,MF,ion binding,GO:0043167,LOC111120877, MAP kinase kinase kinase win1-like
8142,Day1,brown,MF,ion binding,GO:0043167,LOC111108226, MAP kinase-activated protein kinase 2-like
8145,Day1,brown,MF,ion binding,GO:0043167,LOC111118004, MAP kinase-interacting serine/threonine-protein kinase 1-like
8148,Day1,brown,MF,ion binding,GO:0043167,LOC111128209, MAP/microtubule affinity-regulating kinase 3-like
8155,Day1,brown,MF,ion binding,GO:0043167,LOC111130217, MAPK/MAK/MRK overlapping kinase-like
8156,Day1,brown,MF,ion binding,GO:0043167,LOC111130537, N-acetylgalactosamine kinase-like
8157,Day1,brown,MF,ion binding,GO:0043167,LOC111132815, N-acetylglucosamine-1-phosphotransferase subunits alpha/beta-like
8158,Day1,brown,MF,ion binding,GO:0043167,LOC111119876, NAD-dependent protein deacetylase Sirt6-like
8159,Day1,brown,MF,ion binding,GO:0043167,LOC111109819, NAD-dependent protein deacetylase sirtuin-1-like
8162,Day1,brown,MF,ion binding,GO:0043167,LOC111136557, NADPH--cytochrome P450 reductase-like
8163,Day1,brown,MF,ion binding,GO:0043167,LOC111129399, NFX1-type zinc finger-containing protein 1-like
8164,Day1,brown,MF,ion binding,GO:0043167,LOC111100363, NFX1-type zinc finger-containing protein 1-like
8165,Day1,brown,MF,ion binding,GO:0043167,LOC111133491, OTU domain-containing protein 7A-like
8166,Day1,brown,MF,ion binding,GO:0043167,LOC111122445, PHD finger protein 24-like
8167,Day1,brown,MF,ion binding,GO:0043167,LOC111106800, PX domain-containing protein kinase-like protein
8171,Day1,brown,MF,ion binding,GO:0043167,LOC111107715, RING finger protein 113A-like
8172,Day1,brown,MF,ion binding,GO:0043167,LOC111123581, RING finger protein 121-like
8175,Day1,brown,MF,ion binding,GO:0043167,LOC111133418, RING finger protein 207-like
8176,Day1,brown,MF,ion binding,GO:0043167,LOC111122220, RUN and FYVE domain-containing protein 2-like
8180,Day1,brown,MF,ion binding,GO:0043167,LOC111128972, S phase cyclin A-associated protein in the endoplasmic reticulum-like
8181,Day1,brown,MF,ion binding,GO:0043167,LOC111100327, SH3 and PX domain-containing protein 2B-like
8187,Day1,brown,MF,ion binding,GO:0043167,LOC111105688, SRSF protein kinase 1-like
8190,Day1,brown,MF,ion binding,GO:0043167,LOC111137270, STE20-like serine/threonine-protein kinase
8198,Day1,brown,MF,ion binding,GO:0043167,LOC111099544, T-complex protein 1 subunit beta-like
8199,Day1,brown,MF,ion binding,GO:0043167,LOC111131487, TFIIH basal transcription factor complex helicase XPD subunit-like
8200,Day1,brown,MF,ion binding,GO:0043167,LOC111129814, TNF receptor-associated factor 3-like
8201,Day1,brown,MF,ion binding,GO:0043167,LOC111129069, TNF receptor-associated factor 3-like
8205,Day1,brown,MF,ion binding,GO:0043167,LOC111127160, TPR and ankyrin repeat-containing protein 1-like
8208,Day1,brown,MF,ion binding,GO:0043167,LOC111136663, TPR and ankyrin repeat-containing protein 1-like
8211,Day1,brown,MF,ion binding,GO:0043167,LOC111137228, TPR repeat-containing protein DDB_G0287407-like
8212,Day1,brown,MF,ion binding,GO:0043167,LOC111137467, U5 small nuclear ribonucleoprotein 200 kDa helicase-like
8213,Day1,brown,MF,ion binding,GO:0043167,LOC111118263, UMP-CMP kinase-like
8214,Day1,brown,MF,ion binding,GO:0043167,LOC111101041, V-type proton ATPase subunit B
8215,Day1,brown,MF,ion binding,GO:0043167,LOC111119390, WD repeat and FYVE domain-containing protein 3-like
8216,Day1,brown,MF,ion binding,GO:0043167,LOC111119074, WD repeat and FYVE domain-containing protein 3-like
8217,Day1,brown,MF,ion binding,GO:0043167,LOC111113309, WD repeat-containing protein 49-like
8225,Day1,brown,MF,ion binding,GO:0043167,LOC111129838, WD repeat-containing protein 82-like
8226,Day1,brown,MF,ion binding,GO:0043167,LOC111120646, WD repeat-containing protein on Y chromosome-like
8234,Day1,brown,MF,ion binding,GO:0043167,LOC111124236, acetolactate synthase-like protein
8235,Day1,brown,MF,ion binding,GO:0043167,LOC111100523, acetyl-CoA carboxylase-like
8248,Day1,brown,MF,ion binding,GO:0043167,LOC111136858, activated CDC42 kinase 1-like
8251,Day1,brown,MF,ion binding,GO:0043167,LOC111104284, activating signal cointegrator 1 complex subunit 3-like
8252,Day1,brown,MF,ion binding,GO:0043167,LOC111108108, activating transcription factor 7-interacting protein 1-like
8254,Day1,brown,MF,ion binding,GO:0043167,LOC111136868, acyl-CoA dehydrogenase family member 10-like
8256,Day1,brown,MF,ion binding,GO:0043167,LOC111106354," acyl-CoA dehydrogenase family member 9, mitochondrial-like"
8258,Day1,brown,MF,ion binding,GO:0043167,LOC111109656," acyl-CoA dehydrogenase family member 9, mitochondrial-like"
8259,Day1,brown,MF,ion binding,GO:0043167,LOC111099904, acyl-CoA-binding domain-containing protein 5-like
8260,Day1,brown,MF,ion binding,GO:0043167,LOC111119627," adenylate kinase 2, mitochondrial-like"
8261,Day1,brown,MF,ion binding,GO:0043167,LOC111130301, adenylate kinase 7-like
8262,Day1,brown,MF,ion binding,GO:0043167,LOC111125074, adenylate kinase 8-like
8264,Day1,brown,MF,ion binding,GO:0043167,LOC111103614, adenylate kinase 9-like
8265,Day1,brown,MF,ion binding,GO:0043167,LOC111125596, adenylate kinase isoenzyme 5-like
8266,Day1,brown,MF,ion binding,GO:0043167,LOC111123342, adenylate kinase isoenzyme 5-like
8269,Day1,brown,MF,ion binding,GO:0043167,LOC111128254, adenylate kinase isoenzyme 6-like
8270,Day1,brown,MF,ion binding,GO:0043167,LOC111128874, adenylate kinase isoenzyme 6-like
8271,Day1,brown,MF,ion binding,GO:0043167,LOC111138184, alanine aminotransferase 1-like
8272,Day1,brown,MF,ion binding,GO:0043167,LOC111129859," alanine--tRNA ligase, cytoplasmic-like"
8273,Day1,brown,MF,ion binding,GO:0043167,LOC111119958, alcohol dehydrogenase class-3-like
8274,Day1,brown,MF,ion binding,GO:0043167,LOC111135937, alpha-amylase-like
8275,Day1,brown,MF,ion binding,GO:0043167,LOC111114620, alpha-amylase-like
8276,Day1,brown,MF,ion binding,GO:0043167,LOC111138209, alpha-protein kinase vwkA-like
8280,Day1,brown,MF,ion binding,GO:0043167,LOC111130486, ankyrin repeat and EF-hand domain-containing protein 1-like
8281,Day1,brown,MF,ion binding,GO:0043167,LOC111126580, annexin A4-like
8282,Day1,brown,MF,ion binding,GO:0043167,LOC111121229, annexin A4-like
8286,Day1,brown,MF,ion binding,GO:0043167,LOC111120390, annexin A4-like
8287,Day1,brown,MF,ion binding,GO:0043167,LOC111120561, annexin A4-like
8288,Day1,brown,MF,ion binding,GO:0043167,LOC111128122, annexin A6-like
8289,Day1,brown,MF,ion binding,GO:0043167,LOC111121056, annexin B9-like
8290,Day1,brown,MF,ion binding,GO:0043167,LOC111125541," arginine--tRNA ligase, cytoplasmic-like"
8291,Day1,brown,MF,ion binding,GO:0043167,LOC111111022, aromatic-L-amino-acid decarboxylase-like
8292,Day1,brown,MF,ion binding,GO:0043167,LOC111136961, aspartate aminotransferase-like
8293,Day1,brown,MF,ion binding,GO:0043167,LOC111118963," aspartate--tRNA ligase, cytoplasmic-like"
8294,Day1,brown,MF,ion binding,GO:0043167,LOC111120350, atrial natriuretic peptide receptor 1-like
8295,Day1,brown,MF,ion binding,GO:0043167,LOC111109970, betaine--homocysteine S-methyltransferase 1-like
8296,Day1,brown,MF,ion binding,GO:0043167,LOC111119318, bifunctional apoptosis regulator-like
8299,Day1,brown,MF,ion binding,GO:0043167,LOC111130240, bifunctional glutamate/proline--tRNA ligase-like
8300,Day1,brown,MF,ion binding,GO:0043167,LOC111120677, bone morphogenetic protein receptor type-1B-like
8301,Day1,brown,MF,ion binding,GO:0043167,LOC111124910, brain tumor protein-like
8302,Day1,brown,MF,ion binding,GO:0043167,LOC111130935, bromodomain adjacent to zinc finger domain protein 2B-like
8303,Day1,brown,MF,ion binding,GO:0043167,LOC111135327, cAMP-dependent protein kinase catalytic subunit PRKX-like
8304,Day1,brown,MF,ion binding,GO:0043167,LOC111120773, cGMP-dependent protein kinase 1-like
8307,Day1,brown,MF,ion binding,GO:0043167,LOC111118725, cGMP-dependent protein kinase 1-like
8309,Day1,brown,MF,ion binding,GO:0043167,LOC111106820, cadherin EGF LAG seven-pass G-type receptor 1-like
8310,Day1,brown,MF,ion binding,GO:0043167,LOC111118034, cadherin-23-like
8311,Day1,brown,MF,ion binding,GO:0043167,LOC111119735, cadherin-23-like
8312,Day1,brown,MF,ion binding,GO:0043167,LOC111118127, calcium and integrin-binding protein 1-like
8313,Day1,brown,MF,ion binding,GO:0043167,LOC111111222, calcium and integrin-binding protein 1-like
